"cue","lemma","n"
"kitchen","eat",2
"kitchen","eat in",1
"kitchen","edible",1
"kitchen","equip",8
"kitchen","equipment",3
"kitchen","family",1
"kitchen","fill",1
"kitchen","find",1
"kitchen","fine",1
"kitchen","floor",1
"kitchen","fluorescent",1
"kitchen","food",45
"kitchen","fork",1
"kitchen","form",1
"kitchen","freezer",1
"kitchen","fridge",5
"kitchen","gallery",1
"kitchen","gas",1
"kitchen","gather",1
"kitchen","glasses",1
"kitchen","go",2
"kitchen","good",1
"kitchen","grocery",1
"kitchen","heart",1
"kitchen","heat",1
"kitchen","hold",1
"kitchen","home",3
"kitchen","house",10
"kitchen","ideal",1
"kitchen","informal",1
"kitchen","inside",1
"kitchen","italian",1
"kitchen","keep",2
"kitchen","kitchen",10
"kitchen","kitchenette",1
"kitchen","knife",1
"kitchen","language",1
"kitchen","larder",1
"kitchen","light",1
"kitchen","lot",1
"kitchen","machine",1
"kitchen","make",6
"kitchen","meal",1
"kitchen","mess",1
"kitchen","messy",1
"kitchen","metal",1
"kitchen","microwave",6
"kitchen","modifier",1
"kitchen","mother",1
"kitchen","null",1
"kitchen","one",1
"kitchen","open",1
"kitchen","orchestra",1
"kitchen","oven",8
"kitchen","pantry",1
"kitchen","part",2
"kitchen","percussion",1
"kitchen","place",25
"kitchen","plate",1
"kitchen","possibly",1
"kitchen","pot",1
"kitchen","preparation",3
"kitchen","prepare",15
"kitchen","primary",1
"kitchen","process",1
"kitchen","processor",1
"kitchen","red",1
"kitchen","refrigerator",4
"kitchen","restaurant",1
"kitchen","room",24
"kitchen","s",2
"kitchen","scullery",2
"kitchen","section",1
"kitchen","serve",3
"kitchen","silver",1
"kitchen","sink",5
"kitchen","smell",2
"kitchen","spice",1
"kitchen","spot",1
"kitchen","staff",2
"kitchen","steel",1
"kitchen","store",3
"kitchen","stove",12
"kitchen","style",1
"kitchen","swahili",1
"kitchen","table",3
"kitchen","take",1
"kitchen","tile",1
"kitchen","toaster",2
"kitchen","top",3
"kitchen","uneducated",1
"kitchen","use",4
"kitchen","usually",3
"kitchen","utensil",6
"kitchen","vegetable",1
"kitchen","ware",1
"kitchen","warmth",1
"kitchen","wash",3
"kitchen","washer",1
"kitchen","wood",1
"knife","act",1
"knife","allow",1
"knife","almost",1
"knife","also",2
"knife","always",1
"knife","apart",1
"knife","apple",1
"knife","art",1
"knife","available",1
"knife","bass",1
"knife","big",1
"knife","blade",13
"knife","block",1
"knife","bloody",1
"knife","box",1
"knife","bread",2
"knife","breakfast",1
"knife","breathe",1
"knife","butter",3
"knife","can",41
"knife","carpentry",1
"knife","carry",3
"knife","cartel",1
"knife","carve",3
"knife","cause",2
"knife","challenge",1
"knife","cheap",1
"knife","chef",1
"knife","chop",5
"knife","circus",1
"knife","co",1
"knife","cold",1
"knife","combat",1
"knife","come",3
"knife","common",2
"knife","construction",1
"knife","contain",2
"knife","convenient",1
"knife","cook",4
"knife","cooking",4
"knife","core",1
"knife","create",1
"knife","cut",68
"knife","dagger",1
"knife","danger",1
"knife","dangerous",10
"knife","deadly",3
"knife","death",1
"knife","defense",2
"knife","design",1
"knife","destroy",1
"knife","device",1
"knife","dice",3
"knife","different",2
"knife","dining",1
"knife","dinner",1
"knife","dollar",1
"knife","door",1
"knife","drawer",2
"knife","dull",7
"knife","earth",1
"knife","easily",1
"knife","eating",1
"knife","edge",4
"knife","edible",1
"knife","element",1
"knife","everyday",1
"knife","everywhere",1
"knife","expensive",1
"knife","eye",1
"knife","fancy",1
"knife","fashion",1
"knife","find",5
"knife","flash",1
"knife","flat",2
"knife","fold",3
"knife","food",29
"knife","fork",3
"knife","four",1
"knife","free",1
"knife","frightening",1
"knife","fruit",1
"knife","functional",1
"knife","gas",1
"knife","german",1
"knife","get",1
"knife","good",3
"knife","great",1
"knife","halo",1
"knife","handle",10
"knife","handy",1
"knife","hard",2
"knife","harm",4
"knife","harmful",1
"knife","havoc",1
"knife","help",3
"knife","helpful",2
"knife","holding",1
"knife","hospital",1
"knife","human",1
"knife","hunting",2
"knife","hurt",1
"knife","idea",1
"knife","illegal",1
"knife","implement",1
"knife","important",1
"knife","inch",1
"knife","infomercial",1
"knife","interesting",1
"knife","item",2
"knife","j",1
"knife","jagged",1
"knife","keep",2
"knife","kill",11
"knife","killer",1
"knife","kitchen",21
"knife","knife",6
"knife","like",2
"knife","locate",1
"knife","long",2
"knife","lunch",1
"knife","make",7
"knife","male",1
"knife","many",7
"knife","marksman",1
"knife","material",3
"knife","may",2
"knife","meal",1
"knife","meat",4
"knife","medical",2
"knife","metal",9
"knife","mexican",1
"knife","murder",2
"knife","napkin",2
"knife","need",1
"knife","ninjas",1
"knife","non sharp",1
"knife","normally",1
"knife","null",1
"knife","o",1
"knife","object",11
"knife","oj",1
"knife","one",1
"knife","open",3
"knife","opening",1
"knife","organism",1
"knife","outdoors",1
"knife","packaging",1
"knife","pain",3
"knife","pare",1
"knife","peanut",1
"knife","people",1
"knife","piece",1
"knife","plain",1
"knife","plastic",4
"knife","plate",2
"knife","pocket",2
"knife","point",1
"knife","pointy",2
"knife","practical",1
"knife","prehistoric",1
"knife","prep",1
"knife","preparation",1
"knife","prepare",3
"knife","primarily",1
"knife","pro",1
"knife","process",1
"knife","product",1
"knife","protection",1
"knife","quite",1
"knife","rack",1
"knife","remorse",1
"knife","restaurant",1
"knife","restriction",1
"knife","ridge",1
"knife","right",1
"knife","room",1
"knife","rubber",1
"knife","safe to grab",1
"knife","save",1
"knife","scary",2
"knife","school",1
"knife","sedate",2
"knife","see",1
"knife","self",2
"knife","set",1
"knife","sharp",59
"knife","sharpen",3
"knife","sheath",1
"knife","shine",1
"knife","shiny",2
"knife","side",1
"knife","silver",7
"knife","silverware",2
"knife","simple",1
"knife","simpson",1
"knife","size",4
"knife","skin",1
"knife","slash",1
"knife","slice",7
"knife","small",1
"knife","smooth",1
"knife","solid",1
"knife","someone",4
"knife","something",2
"knife","sometimes",2
"knife","spoon",2
"knife","spread",5
"knife","stab",6
"knife","stabbing",1
"knife","steak",3
"knife","steel",2
"knife","straight",1
"knife","strong",1
"knife","stronger",1
"knife","subject",1
"knife","surgery",2
"knife","survival",2
"knife","table",1
"knife","thing",29
"knife","threaten",2
"knife","throw",3
"knife","tip",1
"knife","tool",11
"knife","type",2
"knife","unlawful",1
"knife","use",91
"knife","useful",2
"knife","usually",2
"knife","utensil",14
"knife","vary",1
"knife","vegetable",3
"knife","violent",2
"knife","way",1
"knife","weapon",19
"knife","whittle",1
"knife","wife",1
"knife","wood",2
"knife","wrong",1
"lady","18",1
"lady","able",1
"lady","acceptable",1
"lady","act",4
"lady","action",1
"lady","adult",1
"lady","age",2
"lady","although",1
"lady","always",2
"lady","antebellum",2
"lady","antonym",1
"lady","apparel",1
"lady","appropriate",1
"lady","aristocracy",1
"lady","associate",1
"lady","attract",1
"lady","aunt",1
"lady","aware",1
"lady","baby",2
"lady","basketball",1
"lady","beautiful",5
"lady","beauty",1
"lady","behave",2
"lady","behavior",1
"lady","belle",1
"lady","birth",1
"lady","blouse",1
"lady","boss",1
"lady","bra",1
"lady","breast",1
"lady","bright",1
"lady","bug",2
"lady","cafeteria",1
"lady","call",1
"lady","can",3
"lady","candle",1
"lady","capable",1
"lady","care",1
"lady","cheek",1
"lady","chest",1
"lady","chick",1
"lady","chromosome",1
"lady","class",3
"lady","classy",17
"lady","clean",2
"lady","clearly",1
"lady","cloth",1
"lady","clothing",1
"lady","come",1
"lady","common",1
"lady","communicate",1
"lady","confidence",1
"lady","confident",1
"lady","confused",1
"lady","confusing",1
"lady","conservative",1
"lady","cook",2
"lady","cross",2
"lady","cultured",1
"lady","cute",2
"lady","dainty",1
"lady","delicate",2
"lady","describe",2
"lady","different",2
"lady","dignity",1
"lady","doctor",1
"lady","dog",2
"lady","drama",1
"lady","dress",18
"lady","earring",1
"lady","easy",1
"lady","elegant",4
"lady","emotional",3
"lady","england",1
"lady","errand",1
"lady","etiquette",4
"lady","expect",1
"lady","expensive",1
"lady","fancy",1
"lady","fat",2
"lady","feature",1
"lady","female",36
"lady","feminine",1
"lady","finger",1
"lady","first",1
"lady","flower",1
"lady","fluently",1
"lady","follow",2
"lady","friend",1
"lady","friendly",1
"lady","front",1
"lady","full",1
"lady","gaga",2
"lady","gender",2
"lady","general",2
"lady","genteel",1
"lady","gentile",1
"lady","gentle",5
"lady","gentleman",1
"lady","girl",26
"lady","girly",1
"lady","give",2
"lady","good",5
"lady","gorgeous",1
"lady","grace",1
"lady","grandmother",1
"lady","granted",1
"lady","great",1
"lady","griffin",1
"lady","grow",6
"lady","grown up",1
"lady","hair",7
"lady","happy",1
"lady","head",2
"lady","heat",1
"lady","heel",5
"lady","high",7
"lady","high class",1
"lady","hold",2
"lady","honest",1
"lady","honor",2
"lady","house",1
"lady","human",1
"lady","image",1
"lady","imply",1
"lady","include",1
"lady","intelligence",1
"lady","jewelry",1
"lady","job",1
"lady","kind",5
"lady","know",1
"lady","lady",19
"lady","lap",1
"lady","learn",1
"lady","leg",2
"lady","less",1
"lady","like",1
"lady","long",4
"lady","look",2
"lady","lord",1
"lady","love",1
"lady","lovely",1
"lady","luck",1
"lady","majestic",1
"lady","make",3
"lady","make up",3
"lady","makeup",3
"lady","male",1
"lady","man",9
"lady","manner",9
"lady","mannered",1
"lady","mannerly",1
"lady","manners",2
"lady","many",2
"lady","mar",1
"lady","marry",3
"lady","mature",6
"lady","maturity",1
"lady","may",2
"lady","mean",1
"lady","minored",2
"lady","model",1
"lady","modest",1
"lady","mom",2
"lady","moral",4
"lady","mother",3
"lady","motherly",2
"lady","move",1
"lady","nail",1
"lady","name",5
"lady","napkin",1
"lady","neat",1
"lady","negatively",1
"lady","nice",9
"lady","nicely",1
"lady","nonsense",1
"lady","null",1
"lady","nurse",1
"lady","occasion",1
"lady","old",14
"lady","one",2
"lady","oppose",1
"lady","opposite",4
"lady","pant",1
"lady","party",2
"lady","password",1
"lady","pearl",1
"lady","pecs",1
"lady","people",3
"lady","perfume",1
"lady","person",6
"lady","petite",1
"lady","picture",1
"lady","place",1
"lady","point",1
"lady","poise",2
"lady","polish",1
"lady","polite",13
"lady","politeness",1
"lady","possibly",1
"lady","posture",1
"lady","pregnant",1
"lady","present",1
"lady","pretty",8
"lady","proper",27
"lady","properly",3
"lady","purse",1
"lady","put",2
"lady","quaint",1
"lady","refer",5
"lady","refine",2
"lady","respect",8
"lady","respectable",1
"lady","respectably",1
"lady","respectful",2
"lady","responsible",1
"lady","royal",1
"lady","royalty",1
"lady","run",1
"lady","s",1
"lady","sad",1
"lady","see",1
"lady","seem",1
"lady","self",2
"lady","sexy",1
"lady","shoe",2
"lady","short",1
"lady","show",1
"lady","sincerity",1
"lady","sing",1
"lady","single",1
"lady","sister",2
"lady","sit",1
"lady","skinny",1
"lady","skirt",7
"lady","slowly",1
"lady","slut",1
"lady","slutty",1
"lady","smell",3
"lady","social",1
"lady","society",1
"lady","soft",1
"lady","somebody",1
"lady","someone",3
"lady","sometimes",1
"lady","song",1
"lady","sophisticated",6
"lady","speak",3
"lady","special",1
"lady","spirited",1
"lady","standard",1
"lady","standing",1
"lady","stature",1
"lady","straight",1
"lady","strong",1
"lady","styx",1
"lady","superior",1
"lady","swear",1
"lady","sweet",2
"lady","take",1
"lady","tall",2
"lady","taste",1
"lady","tea",1
"lady","teacher",2
"lady","tell",1
"lady","term",2
"lady","thankful",1
"lady","title",2
"lady","together",1
"lady","towards",1
"lady","tramp",5
"lady","trashy",1
"lady","treat",2
"lady","two",1
"lady","type",1
"lady","understand",1
"lady","unknown",1
"lady","upstanding",2
"lady","use",7
"lady","usually",5
"lady","vagina",1
"lady","wealthy",1
"lady","wear",17
"lady","well",7
"lady","well mannered",2
"lady","well regard",1
"lady","well spoken",1
"lady","whore",1
"lady","wife",2
"lady","wimpy",1
"lady","woman",72
"lady","womanly",1
"lady","word",3
"lady","work",1
"lady","x",1
"lady","young",8
"lawn","acre",1
"lawn","activity",1
"lawn","aesthetic",2
"lawn","apartment",1
"lawn","archaic",2
"lawn","area",11
"lawn","around",7
"lawn","attraction",1
"lawn","backyard",2
"lawn","beautiful",1
"lawn","beautifully",1
"lawn","beautify",1
"lawn","blouse",1
"lawn","building",1
"lawn","can",2
"lawn","care",1
"lawn","child",1
"lawn","claim",1
"lawn","cleanliness",1
"lawn","clear",1
"lawn","closely",5
"lawn","closely mow",1
"lawn","cloth",1
"lawn","color",1
"lawn","common",1
"lawn","consistent",1
"lawn","contemporary",1
"lawn","context",1
"lawn","continent",1
"lawn","cool",1
"lawn","cotton",5
"lawn","cover",2
"lawn","create",1
"lawn","cultivate",2
"lawn","cultivated",2
"lawn","curtain",1
"lawn","decorative",1
"lawn","depend",1
"lawn","development",1
"lawn","dog",1
"lawn","durable",1
"lawn","earn",1
"lawn","enclose",1
"lawn","esp",1
"lawn","especially",3
"lawn","estate",6
"lawn","etc",3
"lawn","expanse",1
"lawn","fabric",4
"lawn","feature",1
"lawn","field",5
"lawn","fine",5
"lawn","flat",3
"lawn","flower",2
"lawn","forest",1
"lawn","fountain",1
"lawn","fresh",1
"lawn","front",5
"lawn","full",1
"lawn","garden",12
"lawn","gardening",1
"lawn","glade",3
"lawn","grass",44
"lawn","grass covered",3
"lawn","grassy",4
"lawn","green",17
"lawn","greenish",1
"lawn","greensward",1
"lawn","ground",3
"lawn","grow",2
"lawn","height",1
"lawn","herb",1
"lawn","home",2
"lawn","homestead",1
"lawn","hotel",1
"lawn","house",8
"lawn","insect",1
"lawn","irrigation",1
"lawn","keep",2
"lawn","kid",1
"lawn","land",10
"lawn","landscape",2
"lawn","lawn",6
"lawn","level",2
"lawn","light",4
"lawn","linen",5
"lawn","location",1
"lawn","low",2
"lawn","maintain",3
"lawn","make",1
"lawn","manicure",1
"lawn","may",1
"lawn","meadow",2
"lawn","money",1
"lawn","mow",22
"lawn","mower",1
"lawn","name",1
"lawn","natural",1
"lawn","near",2
"lawn","need",1
"lawn","noun",1
"lawn","null",1
"lawn","often",2
"lawn","one",8
"lawn","open",6
"lawn","option",1
"lawn","ornamental",1
"lawn","outside",1
"lawn","park",13
"lawn","part",2
"lawn","party",1
"lawn","pasture",1
"lawn","patch",1
"lawn","picnic",1
"lawn","piece",2
"lawn","pitch",1
"lawn","place",1
"lawn","plant",4
"lawn","play",2
"lawn","pleasant",2
"lawn","pleasure",1
"lawn","plot",12
"lawn","plush",1
"lawn","private",1
"lawn","properly",1
"lawn","property",1
"lawn","recreational",4
"lawn","regularly",1
"lawn","residence",4
"lawn","royal",1
"lawn","s",1
"lawn","see",1
"lawn","set",1
"lawn","sheer",1
"lawn","short",3
"lawn","small",1
"lawn","smooth",2
"lawn","sod",1
"lawn","soft",2
"lawn","someones",2
"lawn","somewhere",1
"lawn","space",4
"lawn","specialized",1
"lawn","sport",1
"lawn","stretch",3
"lawn","style",1
"lawn","surround",1
"lawn","surroundings",1
"lawn","sward",1
"lawn","symbol",1
"lawn","tend",5
"lawn","tender",1
"lawn","terrace",2
"lawn","trailer",1
"lawn","tree",2
"lawn","turf",4
"lawn","use",3
"lawn","usually",10
"lawn","vacant",1
"lawn","water",1
"lawn","weave",4
"lawn","wee",1
"lawn","wood",1
"lawn","yard",4
"leaf","also",2
"leaf","around",1
"leaf","aspect",1
"leaf","associate",1
"leaf","attach",5
"leaf","autumn",1
"leaf","bear",4
"leaf","bind",1
"leaf","blade",3
"leaf","blade like",1
"leaf","book",5
"leaf","bract",2
"leaf","branch",2
"leaf","browse",1
"leaf","bush",2
"leaf","can",3
"leaf","change",2
"leaf","chlorophyll",3
"leaf","clumsy",1
"leaf","collectively",1
"leaf","color",11
"leaf","come",2
"leaf","consider",4
"leaf","constitute",3
"leaf","contain",1
"leaf","cookhouse",1
"leaf","corresponding",1
"leaf","definite",1
"leaf","depend",1
"leaf","detachable",1
"leaf","develop",1
"leaf","different",3
"leaf","dip",1
"leaf","directly",2
"leaf","document",1
"leaf","door",2
"leaf","edible",2
"leaf","elaborate",1
"leaf","electric",1
"leaf","energy",1
"leaf","esp",2
"leaf","especially",2
"leaf","even",1
"leaf","every",1
"leaf","expand",3
"leaf","expanded",1
"leaf","expansion",2
"leaf","fall",2
"leaf","fan",1
"leaf","fat",1
"leaf","file",1
"leaf","find",1
"leaf","flag",2
"leaf","flat",3
"leaf","flatten",6
"leaf","flick",1
"leaf","flip",2
"leaf","flower",1
"leaf","fold",1
"leaf","folder",1
"leaf","folding",2
"leaf","foliage",8
"leaf","folio",3
"leaf","food",3
"leaf","form",3
"leaf","frond",2
"leaf","function",2
"leaf","gate",2
"leaf","get",1
"leaf","give",2
"leaf","glance",1
"leaf","go",1
"leaf","green",34
"leaf","ground",2
"leaf","group",4
"leaf","grow",11
"leaf","high",2
"leaf","hinge",3
"leaf","imply",1
"leaf","important",2
"leaf","influence",1
"leaf","kind",1
"leaf","kitchen",1
"leaf","lateral",5
"leaf","laterally",1
"leaf","layer",1
"leaf","leaf",9
"leaf","leafage",1
"leaf","leaflet",2
"leaf","leave",2
"leaf","lie",1
"leaf","light",4
"leaf","like",2
"leaf","main",1
"leaf","mainly",1
"leaf","make",3
"leaf","many",2
"leaf","material",2
"leaf","mean",1
"leaf","metal",5
"leaf","movable",2
"leaf","need",1
"leaf","needle",2
"leaf","nice",1
"leaf","non",1
"leaf","noun",1
"leaf","null",1
"leaf","object",1
"leaf","one",7
"leaf","organ",20
"leaf","otherwise",1
"leaf","outgrowth",2
"leaf","pad",2
"leaf","page",7
"leaf","paper",5
"leaf","part",18
"leaf","petal",5
"leaf","petiole",3
"leaf","photosynthesis",11
"leaf","piece",1
"leaf","pigmentation",1
"leaf","place",1
"leaf","plant",46
"leaf","portion",1
"leaf","prepare",2
"leaf","principal",4
"leaf","process",2
"leaf","produce",2
"leaf","purpose",1
"leaf","quickly",1
"leaf","removable",1
"leaf","reside",1
"leaf","responsible",1
"leaf","riff",2
"leaf","riffle",2
"leaf","root",1
"leaf","run",1
"leaf","sap",1
"leaf","scale",1
"leaf","scan",1
"leaf","season",1
"leaf","section",3
"leaf","see",1
"leaf","separate",1
"leaf","several",3
"leaf","shade",1
"leaf","shape",4
"leaf","sheet",10
"leaf","shutter",2
"leaf","side",6
"leaf","similar",1
"leaf","single",1
"leaf","sliding",1
"leaf","small",1
"leaf","something",1
"leaf","special",1
"leaf","specific",1
"leaf","spring",2
"leaf","stalk",4
"leaf","starch",1
"leaf","stem",17
"leaf","stipple",2
"leaf","stock",1
"leaf","strip",2
"leaf","structure",8
"leaf","sun",1
"leaf","sunlight",1
"leaf","table",1
"leaf","tabletop",1
"leaf","take",1
"leaf","thin",6
"leaf","throughout",1
"leaf","thumb",2
"leaf","top",1
"leaf","transpiration",3
"leaf","tree",22
"leaf","turn",3
"leaf","twig",1
"leaf","typically",2
"leaf","use",4
"leaf","usu",2
"leaf","usually",12
"leaf","various",2
"leaf","vascular",3
"leaf","vegetation",1
"leaf","vein",1
"leaf","via",2
"leaf","without",1
"leaf","year",1
"leather","accessory",4
"leather","almost",1
"leather","alternative",1
"leather","american",1
"leather","animal",32
"leather","anything",1
"leather","apparel",1
"leather","aromatic",1
"leather","automobile",1
"leather","awesome",1
"leather","bag",3
"leather","belt",69
"leather","biker",3
"leather","black",14
"leather","boat",1
"leather","bondage",1
"leather","boot",20
"leather","bracelet",1
"leather","brown",25
"leather","bubble",1
"leather","buckle",1
"leather","cab",1
"leather","can",5
"leather","cant",1
"leather","car",17
"leather","cattle",1
"leather","chair",5
"leather","chap",2
"leather","cheap",1
"leather","classic",1
"leather","classy",1
"leather","clean",1
"leather","clothe",1
"leather","clothes",6
"leather","clothing",11
"leather","coach",1
"leather","coarse",1
"leather","coat",5
"leather","cold",2
"leather","color",4
"leather","come",3
"leather","comfortable",2
"leather","cool",1
"leather","corinthian",1
"leather","couch",14
"leather","country",1
"leather","cover",1
"leather","cow",46
"leather","cowboy",4
"leather","cowgirl",1
"leather","cowhide",2
"leather","crocodile",1
"leather","cut",1
"leather","death",1
"leather","depend",1
"leather","different",2
"leather","dirt",1
"leather","distinct",2
"leather","dress",2
"leather","dry",2
"leather","durable",5
"leather","dust",1
"leather","earring",1
"leather","ever",1
"leather","expensive",23
"leather","fabric",3
"leather","fake",2
"leather","fashion",3
"leather","fashionable",1
"leather","feel",3
"leather","fleece",1
"leather","flexible",1
"leather","font",1
"leather","form",2
"leather","fur",1
"leather","furniture",9
"leather","gator",1
"leather","genuine",1
"leather","get",1
"leather","glove",3
"leather","good",6
"leather","great",2
"leather","hair",1
"leather","hard",6
"leather","hat",1
"leather","heavy",2
"leather","help",1
"leather","hide",20
"leather","high",1
"leather","highly",1
"leather","hold",1
"leather","horse",1
"leather","hot",1
"leather","imitation",1
"leather","indians",1
"leather","interior",3
"leather","italian",2
"leather","item",1
"leather","jacket",30
"leather","johnston",1
"leather","kind",1
"leather","lasting",1
"leather","leather",13
"leather","leggings",1
"leather","little",1
"leather","long",1
"leather","look",1
"leather","love",1
"leather","luxury",1
"leather","make",30
"leather","material",20
"leather","may",3
"leather","motorcycle",3
"leather","motorcyclist",1
"leather","multitude",1
"leather","murphy",1
"leather","new",1
"leather","nice",4
"leather","noun",1
"leather","null",1
"leather","old",1
"leather","oppose",1
"leather","option",1
"leather","oxide",1
"leather","pane",1
"leather","pant",13
"leather","part",1
"leather","peat",2
"leather","people",1
"leather","piece",1
"leather","pliable",1
"leather","polish",1
"leather","popular",1
"leather","pretty",1
"leather","product",1
"leather","protect",1
"leather","purse",13
"leather","quality",2
"leather","raw",1
"leather","rawhide",2
"leather","real",2
"leather","recliner",1
"leather","repellent",1
"leather","resistant",1
"leather","rich",1
"leather","right",1
"leather","rinse",1
"leather","rip",1
"leather","rough",7
"leather","saddle",4
"leather","saddlery",1
"leather","saloon",1
"leather","seat",15
"leather","send",1
"leather","sense",1
"leather","sensitive",1
"leather","shiny",4
"leather","shoe",24
"leather","skin",23
"leather","sleek",1
"leather","slick",2
"leather","smell",14
"leather","smelly",1
"leather","smooth",25
"leather","snake",1
"leather","soap",1
"leather","sofa",3
"leather","soft",16
"leather","sole",1
"leather","something",1
"leather","statement",1
"leather","stay",1
"leather","strap",1
"leather","strip",1
"leather","strong",5
"leather","suede",2
"leather","sun",1
"leather","sweaty",1
"leather","tan",1
"leather","tanner",1
"leather","tax",1
"leather","textile",1
"leather","texture",3
"leather","thick",4
"leather","thing",2
"leather","think",1
"leather","tight",2
"leather","today",1
"leather","torture",1
"leather","tough",10
"leather","toughness",1
"leather","treat",2
"leather","type",4
"leather","typically",2
"leather","ugly",1
"leather","upholstery",3
"leather","use",15
"leather","useful",1
"leather","usually",7
"leather","various",1
"leather","vest",1
"leather","wallet",7
"leather","watchband",1
"leather","water",2
"leather","wayne",1
"leather","wear",2
"leather","wet",1
"leather","whip",3
"leather","windproof",1
"leather","winter",1
"leather","worm",1
"leather","worn",1
"leather","yet",1
"leg","2",6
"leg","4",2
"leg","able",1
"leg","act",1
"leg","activity",1
"leg","adventure",1
"leg","alike",1
"leg","also",3
"leg","anatomy",1
"leg","animal",18
"leg","ankle",3
"leg","appendage",9
"leg","arachnid",1
"leg","arm",2
"leg","athletic",1
"leg","attach",9
"leg","attractive",1
"leg","backward",1
"leg","balance",2
"leg","ball",3
"leg","base",2
"leg","basketball",1
"leg","bend",4
"leg","bike",1
"leg","bird",1
"leg","block",1
"leg","blood",2
"leg","body",31
"leg","bone",11
"leg","bony",1
"leg","bottom",1
"leg","boy",1
"leg","break",6
"leg","broken",1
"leg","bruise",1
"leg","bug",1
"leg","calf",5
"leg","can",15
"leg","cane",1
"leg","chair",7
"leg","chicken",3
"leg","color",3
"leg","come",4
"leg","concrete",1
"leg","connect",6
"leg","consider",1
"leg","consist",1
"leg","contain",4
"leg","cook",1
"leg","cop",1
"leg","corner",1
"leg","cover",2
"leg","cramp",1
"leg","dancing",1
"leg","dark",1
"leg","depend",1
"leg","desk",2
"leg","different",1
"leg","direction",1
"leg","don",1
"leg","downwind",1
"leg","drastic",1
"leg","easily",1
"leg","edible",1
"leg","eight",1
"leg","either",1
"leg","electricity",1
"leg","end",1
"leg","entire",1
"leg","etc",4
"leg","everyday",1
"leg","exercise",3
"leg","external",1
"leg","extremity",2
"leg","fall",1
"leg","fat",4
"leg","femur",1
"leg","fight",1
"leg","find",3
"leg","finger",1
"leg","fitness",1
"leg","flesh",1
"leg","food",2
"leg","foot",16
"leg","forward",1
"leg","four",7
"leg","frolic",1
"leg","function",2
"leg","fuzz",1
"leg","garment",1
"leg","get",4
"leg","girl",1
"leg","girlfriend",1
"leg","go",1
"leg","ground",1
"leg","grow",1
"leg","hair",3
"leg","hairy",7
"leg","half",1
"leg","halo",1
"leg","hamstring",2
"leg","hard",2
"leg","heat",1
"leg","heel",1
"leg","help",5
"leg","hinge",1
"leg","hip",7
"leg","hold",4
"leg","hopping",1
"leg","human",17
"leg","hurt",2
"leg","important",2
"leg","include",1
"leg","insect",1
"leg","jog",1
"leg","joint",3
"leg","jump",8
"leg","kick",7
"leg","knee",12
"leg","lap",1
"leg","large",1
"leg","leap",1
"leg","least",1
"leg","left",1
"leg","leg",17
"leg","length",1
"leg","let",1
"leg","level",1
"leg","life",2
"leg","ligament",1
"leg","light",1
"leg","limb",14
"leg","locate",1
"leg","locomotion",1
"leg","long",14
"leg","look",1
"leg","lot",1
"leg","low",8
"leg","lower",1
"leg","major",1
"leg","make",10
"leg","mama",1
"leg","many",5
"leg","mature",1
"leg","may",1
"leg","meet",1
"leg","move",4
"leg","movement",1
"leg","multiple",2
"leg","muscle",12
"leg","muscular",5
"leg","must",1
"leg","necessity",1
"leg","need",1
"leg","nice",1
"leg","normal",1
"leg","normally",3
"leg","null",1
"leg","object",3
"leg","often",1
"leg","one",5
"leg","operate",1
"leg","order",1
"leg","oven",1
"leg","pair",4
"leg","pale",2
"leg","pant",4
"leg","paralyzed",1
"leg","part",22
"leg","peach",1
"leg","peg",1
"leg","people",5
"leg","person",7
"leg","play",1
"leg","portion",1
"leg","poultry",1
"leg","power",1
"leg","powerful",2
"leg","present",1
"leg","push",1
"leg","quadriceps",1
"leg","race",3
"leg","replace",1
"leg","right",1
"leg","run",24
"leg","runner",1
"leg","running",3
"leg","sail",1
"leg","scar",1
"leg","see",1
"leg","sexy",3
"leg","shaggy",1
"leg","shave",4
"leg","shin",4
"leg","short",8
"leg","show",1
"leg","size",1
"leg","skin",6
"leg","skinny",2
"leg","skip",3
"leg","slender",1
"leg","smash",1
"leg","smooth",2
"leg","soccer",5
"leg","someone",2
"leg","something",3
"leg","sometimes",5
"leg","source",1
"leg","speed",1
"leg","sport",1
"leg","squat",1
"leg","stability",1
"leg","stabilize",2
"leg","stage",1
"leg","stand",11
"leg","standing",1
"leg","step",1
"leg","still",1
"leg","strength",1
"leg","stretched",1
"leg","strong",4
"leg","structure",1
"leg","summer",1
"leg","support",2
"leg","surgery",1
"leg","t",1
"leg","table",7
"leg","tall",1
"leg","tan",2
"leg","tasty",1
"leg","tendon",1
"leg","thigh",5
"leg","thin",2
"leg","thing",5
"leg","think",1
"leg","time",1
"leg","toe",1
"leg","together",1
"leg","track",1
"leg","transport",2
"leg","transportation",2
"leg","two",18
"leg","upper",1
"leg","upright",1
"leg","upwind",1
"leg","us",2
"leg","use",59
"leg","usually",6
"leg","various",1
"leg","vary",2
"leg","vein",1
"leg","violation",1
"leg","walk",45
"leg","walking",3
"leg","warm",1
"leg","weak",1
"leg","winter",1
"leg","without",1
"leg","work",1
"leg","yummy",1
"lens","allow",1
"lens","alter",1
"lens","appear",1
"lens","ask",1
"lens","bend",1
"lens","big",1
"lens","binocular",1
"lens","camera",5
"lens","can",3
"lens","cap",1
"lens","change",1
"lens","circular",1
"lens","clear",1
"lens","color",1
