"cue","feature","pos","lemma"
"wood","finished","adjective","finished"
"wood","floors","noun","floor"
"wood","big","adjective","big"
"wood","small","adjective","small"
"wood","burn","noun","burn"
"wood","fire","noun","fire"
"wood","trees","noun","tree"
"wood","brown","noun","brown"
"wood","smells","verb","smell"
"wood","fresh","adjective","fresh"
"wood","tree","noun","tree"
"wood","forest","noun","forest"
"wood","paper","noun","paper"
"wood","home","noun","home"
"wood","object","verb","object"
"wood","old","adjective","old"
"wood","toys","noun","toy"
"wood","ace","noun","ace"
"wood","slice","noun","slice"
"wood","trees","noun","tree"
"wood","bird","noun","bird"
"wood","earth","noun","earth"
"wood","resource","noun","resource"
"wood","building","verb","build"
"wood","tool","noun","tool"
"wood","trees","noun","tree"
"wood","lumber","verb","lumber"
"wood","hardware","noun","hardware"
"wood","store","noun","store"
"wood","trees","verb","tree"
"wood","roller","noun","roller"
"wood","coasters","noun","coaster"
"wood","small","adjective","small"
"wood","boats","noun","boat"
"wood","building","verb","build"
"wood","things","noun","thing"
"wood","forest","noun","forest"
"wood","lumber","verb","lumber"
"wood","yards","noun","yard"
"wood","houses","noun","house"
"wood","long","adverb","long"
"wood","skinny","adjective","skinny"
"wood","bitter","adjective","bitter"
"wood","brown","adjective","brown"
"wood","rough","adjective","rough"
"wood","heavy","adjective","heavy"
"wood","inside","noun","inside"
"wood","light","adjective","light"
"wood","brown","noun","brown"
"wood","build","verb","build"
"wood","things","noun","thing"
"wood","dark","adjective","dark"
"wood","light","adjective","light"
"wood","splinters","noun","splinter"
"wood","trees","noun","tree"
"wood","forest","noun","forest"
"wood","bark","verb","bark"
"wood","lighter","adjective","light"
"wood","inside","preposition","inside"
"wood","cabin","noun","cabin"
"wood","logs","noun","log"
"wood","fire","noun","fire"
"wood","glue","noun","glue"
"wood","circular","noun","circular"
"wood","shape","noun","shape"
"wood","brown","adjective","brown"
"wood","splinter","noun","splinter"
"wood","fire","noun","fire"
"wood","build","verb","build"
"wood","house","noun","house"
"wood","boy","noun","boy"
"wood","scout","noun","scout"
"wood","used","verb","use"
"wood","shelter","noun","shelter"
"wood","furniture","noun","furniture"
"wood","used","verb","use"
"wood","fire","noun","fire"
"wood","trees","noun","tree"
"wood","hard","adjective","hard"
"wood","brown","adjective","brown"
"wood","tree","noun","tree"
"wood","bed","noun","bed"
"wood","tree","noun","tree"
"wood","fire","noun","fire"
"wood","brown","adjective","brown"
"wood","heavy","adjective","heavy"
"wood","building","noun","building"
"wood","material","noun","material"
"wood","smells","verb","smell"
"wood","good","adjective","good"
"wood","flammable","adjective","flammable"
"wood","trees","noun","tree"
"wood","chimneys","noun","chimney"
"wood","used","verb","use"
"wood","build","verb","build"
"wood","furniture","noun","furniture"
"wood","used","verb","use"
"wood","make","verb","make"
"wood","paper","noun","paper"
"wood","hard","adjective","hard"
"wood","texture","noun","texture"
"wood","rough","adjective","rough"
"wood","peel","noun","peel"
"wood","trunks","noun","trunk"
"wood","used","verb","use"
"wood","trees","verb","tree"
"wood","pencils","noun","pencil"
"wood","used","verb","use"
"wood","make","verb","make"
"wood","fire","noun","fire"
"wood","brown","noun","brown"
"wood","made","verb","make"
"wood","used","verb","use"
"wood","make","verb","make"
"wood","paper","noun","paper"
"wood","part","noun","part"
"wood","warm","adjective","warm"
"wood","tree","noun","tree"
"wood","something","noun","something"
"wood","burn","verb","burn"
"wood","keep","verb","keep"
"wood","hard","adjective","hard"
"wood","saw","noun","saw"
"wood","splinter","noun","splinter"
"wood","fire","noun","fire"
"wood","tree","noun","tree"
"wood","knock","noun","knock"
"wood","wood","noun","wood"
"wood","outside","preposition","outside"
"wood","wintertime","noun","wintertime"
"wood","chop","verb","chop"
"wood","brown","adjective","brown"
"wood","rough","adjective","rough"
"wood","sap","noun","sap"
"wood","heavy","adjective","heavy"
"wood","furniture","noun","furniture"
"wood","tree","noun","tree"
"wood","fire","noun","fire"
"wood","hard","adverb","hard"
"wood","comes","verb","come"
"wood","used","verb","use"
"wood","producing","verb","produce"
"wood","heat","noun","heat"
"wood","trees","noun","tree"
"wood","used","verb","use"
"wood","paper","noun","paper"
"wood","used","verb","use"
"wood","build","verb","build"
"wood","buildings","noun","building"
"wood","4x4","adjective","4x4"
"wood","block","noun","block"
"wood","fire","noun","fire"
"wood","wood","noun","wood"
"wood","trees","noun","tree"
"wood","building","noun","building"
"wood","made","verb","make"
"wood","burn","verb","burn"
"wood","lit","verb","light"
"wood","fire","noun","fire"
"wood","leaves","verb","leave"
"wood","ashes","noun","ash"
"wood","let","noun","let"
"wood","burnt","verb","burn"
"wood","burned","verb","burn"
"wood","releases","verb","release"
"wood","pollution","noun","pollution"
"wood","air","noun","air"
"wood","makes","verb","make"
"wood","household","noun","household"
"wood","cellulose","noun","cellulose"
"wood","furniture","noun","furniture"
"wood","like","preposition","like"
"wood","bookcases","noun","bookcase"
"wood","beds","noun","bed"
"wood","dressers","noun","dresser"
"wood","nightstands","noun","nightstands"
"wood","desks","noun","desk"
"wood","etc","noun","etc"
"wood","termites","noun","termite"
"wood","eat","verb","eat"
"wood","decomposes","verb","decompose"
"wood","can","modal","can"
"wood","trunk","noun","trunk"
"wood","tree","noun","tree"
"wood","brown","adjective","brown"
"wood","cut","noun","cut"
"wood","construction","noun","construction"
"wood","different","adjective","different"
"wood","sizes","noun","size"
"wood","used","verb","use"
"wood","make","verb","make"
"wood","paper","noun","paper"
"wood","brown","adjective","brown"
"wood","animals","noun","animal"
"wood","food","noun","food"
"wood","termites","noun","termite"
"wood","trees","noun","tree"
"wood","used","verb","use"
"wood","build","verb","build"
"wood","things","noun","thing"
"wood","nature","noun","nature"
"wood","home","noun","home"
"wood","trees","noun","tree"
"wood","houses","noun","house"
"wood","woodpeckers","noun","woodpecker"
"wood","used","verb","use"
"wood","hard","adverb","hard"
"wood","structural","adjective","structural"
"wood","build","verb","build"
"wood","comes","verb","come"
"wood","trees","noun","tree"
"wood","used","verb","use"
"wood","fire","noun","fire"
"wood","brown","adjective","brown"
"wood","trees","noun","tree"
"wood","paper","noun","paper"
"wood","houses","verb","house"
"wood","NULL ","name","null"
"wool","yarn","noun","yarn"
"wool","fabric","noun","fabric"
"wool","material","noun","material"
"wool","colorful","adjective","colorful"
"wool","used","verb","use"
"wool","woolen","adjective","woolen"
"wool","cloths","noun","cloth"
"wool","type","noun","type"
"wool","cloth","noun","cloth"
"wool","coat","noun","coat"
"wool","sheep","noun","sheep"
"wool","dense","adjective","dense"
"wool","soft","adjective","soft"
"wool","often","adverb","often"
"wool","curly","adjective","curly"
"wool","hair","noun","hair"
"wool","forming","verb","form"
"wool","coat","noun","coat"
"wool","sheep","noun","sheep"
"wool","certain","adjective","certain"
"wool","mammals","noun","mammal"
"wool","goat","noun","goat"
"wool","alpaca","noun","alpaca"
"wool","consisting","verb","consist"
"wool","cylindrical","adjective","cylindrical"
"wool","fibers","noun","fiber"
"wool","keratin","noun","keratin"
"wool","covered","verb","cover"
"wool","minute","adjective","minute"
"wool","overlapping","adjective","overlapping"
"wool","scales","noun","scale"
"wool","much","adverb","much"
"wool","valued","verb","value"
"wool","textile","adjective","textile"
"wool","fabric","noun","fabric"
"wool","sheep","noun","sheep"
"wool","jersey","noun","jersey"
"wool","cardigan","noun","cardigan"
"wool","knitting","verb","knit"
"wool","skeins","noun","skein"
"wool","soft","adjective","soft"
"wool","warm","adjective","warm"
"wool","knitting","noun","knitting"
"wool","needles","verb","needle"
"wool","type","noun","type"
"wool","fabric","noun","fabric"
"wool","warm","adjective","warm"
"wool","material","noun","material"
"wool","comes","verb","come"
"wool","lambs","noun","lamb"
"wool","sheep","noun","sheep"
"wool","sweaters","noun","sweater"
"wool","cold","adjective","cold"
"wool","ice","noun","ice"
"wool","climate","noun","climate"
"wool","grandma","noun","grandma"
"wool","fleece","noun","fleece"
"wool","woolen","adjective","woolen"
"wool","woolen","noun","woolen"
"wool","used","verb","use"
"wool","make","verb","make"
"wool","clothes","noun","clothes"
"wool","soft","adjective","soft"
"wool","thick","adjective","thick"
"wool","hair","noun","hair"
"wool","grows","verb","grow"
"wool","body","noun","body"
"wool","sheep","noun","sheep"
"wool","fabric","noun","fabric"
"wool","made","verb","make"
"wool","hair","noun","hair"
"wool","sheep","noun","sheep"
"wool","sheep","noun","sheep"
"wool","warm","adjective","warm"
"wool","sweater","noun","sweater"
"wool","fur","noun","fur"
"wool","covering","verb","cover"
"wool","fleece","noun","fleece"
"wool","soft","adjective","soft"
"wool","undercoat","noun","undercoat"
"wool","sheep","noun","sheep"
"wool","woven","verb","weave"
"wool","fabric","noun","fabric"
"wool","wool","noun","wool"
"wool","textile","adjective","textile"
"wool","fiber","noun","fiber"
"wool","obtained","verb","obtain"
"wool","sheep","noun","sheep"
"wool","certain","adjective","certain"
"wool","animals","noun","animal"
"wool","fabric","noun","fabric"
"wool","soft","adjective","soft"
"wool","hair","noun","hair"
"wool","sheep","noun","sheep"
"wool","type","noun","type"
"wool","textile","noun","textile"
"wool","used","verb","use"
"wool","making","verb","make"
"wool","shirts","noun","shirt"
"wool","jackets","noun","jacket"
"wool","blouses","noun","blouse"
"wool","ships","noun","ship"
"wool","body","noun","body"
"wool","covering","verb","cover"
"wool","fleece","noun","fleece"
"wool","sheep","noun","sheep"
"wool","hairy","adjective","hairy"
"wool","material","noun","material"
"wool","used","verb","use"
"wool","make","verb","make"
"wool","winter","noun","winter"
"wool","clothes","noun","clothes"
"wool","cloth","noun","cloth"
"wool","dense","adjective","dense"
"wool","soft","adjective","soft"
"wool","often","adverb","often"
"wool","curly","adjective","curly"
"wool","hair","noun","hair"
"wool","forming","verb","form"
"wool","coat","noun","coat"
"wool","sheep","noun","sheep"
"wool","certain","adjective","certain"
"wool","mammals","noun","mammal"
"wool","goat","noun","goat"
"wool","alpaca","noun","alpaca"
"wool","garment","noun","garment"
"wool","made","verb","make"
"wool","hair","noun","hair"
"wool","soft","adjective","soft"
"wool","hair","noun","hair"
"wool","sheep","noun","sheep"
"wool","goats","noun","goat"
"wool","etc","noun","etc"
"wool","string","noun","string"
"wool","soft","adjective","soft"
"wool","species","noun","species"
"wool","hair","noun","hair"
"wool","grows","verb","grow"
"wool","sheep","noun","sheep"
"wool","animals","noun","animal"
"wool","heavy","adjective","heavy"
"wool","fabric","noun","fabric"
"wool","made","verb","make"
"wool","sheep","noun","sheep"
"wool","sheep","noun","sheep"
"wool","used","verb","use"
"wool","clothes","noun","clothes"
"wool","itchy","adjective","itchy"
"wool","soft","adjective","soft"
"wool","goat","noun","goat"
"wool","garment","noun","garment"
"wool","yaks","noun","yak"
"wool","soft","adjective","soft"
"wool","hair","noun","hair"
"wool","sheep","noun","sheep"
"wool","make","verb","make"
"wool","cloths","noun","cloth"
"wool","protect","verb","protect"
"wool","cold","adjective","cold"
"wool","soft","adjective","soft"
"wool","made","verb","make"
"wool","sheep","noun","sheep"
"wool","hair","noun","hair"
"wool","sheep","noun","sheep"
"wool","textile","noun","textile"
"wool","fiber","noun","fiber"
"wool","obtained","verb","obtain"
"wool","sheep","noun","sheep"
"wool","animals","noun","animal"
"wool","fleece","verb","fleece"
"wool","scratchy","adjective","scratchy"
"wool","fabric","noun","fabric"
"wool","thick","adverb","thick"
"wool","keeps","verb","keep"
"wool","warm","verb","warm"
"wool","fine","adjective","fine"
"wool","soft","adjective","soft"
"wool","curly","adjective","curly"
"wool","hair","noun","hair"
"wool","forms","verb","form"
"wool","fleece","noun","fleece"
"wool","sheep","noun","sheep"
"wool","fine","noun","fine"
"wool","soft","adjective","soft"
"wool","hair","noun","hair"
"wool","ships","noun","ship"
"wool","goats","noun","goat"
"wool","etc","noun","etc"
"wool","things","noun","thing"
"wool","resembling","verb","resemble"
"wool","sheep","noun","sheep"
"wool","s","adjective","s"
"wool","wool","noun","wool"
"wool","use","noun","use"
"wool","make","verb","make"
"wool","blankets","noun","blanket"
"wool","sweaters","noun","sweater"
"wool","etc","noun","etc"
"wool","clothing","noun","clothing"
"wool","couch","noun","couch"
"wool","covers","verb","cover"
"wool","bedspreads","noun","bedspread"
"wool","toilet","noun","toilet"
"wool","covers","verb","cover"
"wool","tablecloths","noun","tablecloth"
"wool","winter","noun","winter"
"wool","wear","noun","wear"
"wool","wool","noun","wool"
"wool","material","noun","material"
"wool","made","verb","make"
"wool","animal","noun","animal"
"wool","s","adjective","s"
"wool","curly","adjective","curly"
"wool","crisp","adjective","crisp"
"wool","hair","noun","hair"
"wool","sheep","noun","sheep"
"wool","soft","adjective","soft"
"wool","curled","verb","curl"
"wool","crisped","verb","crisp"
"wool","species","noun","specie"
"wool","hair","noun","hair"
"wool","grows","verb","grow"
"wool","sheep","noun","sheep"
"wool","animals","noun","animal"
"wool","fineness","noun","fineness"
"wool","sometimes","adverb","sometimes"
"wool","approaches","verb","approach"
"wool","fur","verb","fur"
"wool","chiefly","adverb","chiefly"
"wool","applied","verb","apply"
"wool","fleecy","adjective","fleecy"
"wool","coat","noun","coat"
"wool","sheep","noun","sheep"
"wool","constitutes","verb","constitute"
"wool","essential","adjective","essential"
"wool","material","noun","material"
"wool","clothing","noun","clothing"
"wool","clod","noun","clod"
"wool","temperate","adjective","temperate"
"wool","climates","noun","climate"
"wool","used","verb","use"
"wool","making","verb","make"
"wool","sweaters","noun","sweater"
"wool","made","verb","make"
"wool","fur","noun","fur"
"wool","sheep","noun","sheep"
"wool","sweater","noun","sweater"
"wool","cold","adjective","cold"
"wool","chill","noun","chill"
"wool","ice","noun","ice"
"wool","skating","noun","skating"
"wool","sheep","noun","sheep"
"wool","coat","noun","coat"
"wool","hat","noun","hat"
"wool","scarf","noun","scarf"
"wool","hair","noun","hair"
"wool","sheep","noun","sheep"
"wool","hair","noun","hair"
"wool","dress","noun","dress"
"wool","natural","adjective","natural"
"wool","recovery","noun","recovery"
"wool","flax","noun","flax"
"wool","soft","adjective","soft"
"wool","wool","noun","wool"
"wool","woolen","adjective","woolen"
"wool","fleece","noun","fleece"
"wool","sheep","noun","sheep"
"wool","skin","noun","skin"
"wool","woolen","noun","woolen"
"wool","makes","verb","make"
"wool","clothing","noun","clothing"
"wool","comes","verb","come"
"wool","sheep","noun","sheep"
"wool","material","noun","material"
"wool","used","verb","use"
"wool","clothes","noun","clothes"
"wool","wool","noun","wool"
"wool","fine","adverb","fine"
"wool","soft","adjective","soft"
"wool","curly","adjective","curly"
"wool","wavy","adjective","wavy"
"wool","hair","noun","hair"
"wool","forming","verb","form"
"wool","coat","noun","coat"
"wool","sheep","noun","sheep"
"wool","goat","noun","goat"
"wool","similar","adjective","similar"
"wool","animal","adjective","animal"
"wool","esp","noun","esp"
"wool","horn","noun","horn"
"wool","prepared","verb","prepare"
"wool","use","noun","use"
"wool","making","verb","make"
"wool","blankets","noun","blanket"
"wool","made","verb","make"
"wool","wool","noun","wool"
"wool","sheets","noun","sheet"
"wool","cotton","noun","cotton"
"wool","noun","noun","noun"
"wool","fine","adjective","fine"
"wool","soft","adjective","soft"
"wool","curly","adjective","curly"
"wool","wavy","adjective","wavy"
"wool","hair","noun","hair"
"wool","forming","verb","form"
"wool","coat","noun","coat"
"wool","sheep","noun","sheep"
"wool","goat","noun","goat"
"wool","similar","adjective","similar"
"wool","animal","noun","animal"
"wool","especially","adverb","especially"
"wool","horn","noun","horn"
"wool","made","verb","make"
"wool","cloth","noun","cloth"
"wool","yarn","verb","yarn"
"wool","soft","adjective","soft"
"wool","underfur","noun","underfur"
"wool","mammals","noun","mammal"
"wool","metal","noun","metal"
"wool","mineral","noun","mineral"
"wool","made","verb","make"
"wool","mass","noun","mass"
"wool","fine","adjective","fine"
"wool","fibers","noun","fiber"
"wool","lead","adjective","lead"
"wool","wool","noun","wool"
"wool","wool","noun","wool"
"wool","textile","adjective","textile"
"wool","fiber","noun","fiber"
"wool","obtained","verb","obtain"
"wool","sheep","noun","sheep"
"wool","certain","adjective","certain"
"wool","animals","noun","animal"
"wool","including","verb","include"
"wool","cashmere","noun","cashmere"
"wool","goats","noun","goat"
"wool","mohair","noun","mohair"
"wool","goats","noun","goat"
"wool","trivium","noun","trivium"
"wool","muskoxen","noun","muskoxen"
"wool","vicuna","noun","vicuna"
"wool","alpaca","noun","alpaca"
"wool","camel","noun","camel"
"wool","animals","noun","animal"
"wool","camel","adjective","camel"
"wool","family","noun","family"
"wool","angora","noun","angora"
"wool","rabbits","noun","rabbit"
"wool","hair","noun","hair"
"wool","sheep","noun","sheep"
"wool","shaved","verb","shave"
"wool","used","verb","use"
"wool","make","verb","make"
"wool","warm","adjective","warm"
"wool","sweaters","noun","sweater"
"wool","blankets","noun","blanket"
"wool","socks","verb","sock"
"wool","soft","adjective","soft"
"wool","curly","adjective","curly"
"wool","crisp","adjective","crisp"
"wool","hair","noun","hair"
"wool","sheep","noun","sheep"
"wool","hair","noun","hair"
"wool","animals","noun","animal"
"wool","goat","noun","goat"
"wool","short","adjective","short"
"wool","thick","adjective","thick"
"wool","curly","adjective","curly"
"wool","crisp","adjective","crisp"
"wool","human","adjective","human"
"wool","hair","noun","hair"
"wool","lamb","noun","lamb"
"wool","s","adjective","s"
"wool","wool","noun","wool"
"wool","angora","noun","angora"
"wool","wool","noun","wool"
"wool","cloth","noun","cloth"
"wool","made","verb","make"
"wool","wool","noun","wool"
"wool","woolen","noun","woolen"
"wool","worsted","verb","worst"
"wool","frieze","noun","frieze"
"wool","cloth","noun","cloth"
"wool","soft","adjective","soft"
"wool","curly","adjective","curly"
"wool","hair","noun","hair"
"wool","forms","verb","form"
"wool","fleece","noun","fleece"
"wool","sheep","noun","sheep"
"wool","thick","adjective","thick"
"wool","hair","noun","hair"
"wool","sheep","noun","sheep"
"wool","material","noun","material"
"wool","shawl","noun","shawl"
"wool","blanket","verb","blanket"
"wool","soft","adjective","soft"
"wool","curly","adjective","curly"
"wool","hair","noun","hair"
"wool","sheep","noun","sheep"
"wool","hair","noun","hair"
"wool","like","preposition","like"
"wool","substance","noun","substance"
"wool","used","verb","use"
"wool","make","verb","make"
"wool","clothes","noun","clothes"
"wool","sheep","noun","sheep"
"wool","lamb","noun","lamb"
"wool","shear","noun","shear"
"wool","felting","noun","felting"
"wool","roving","verb","rove"
"wool","sweaters","noun","sweater"
"wool","itchy","adjective","itchy"
"wool","natural","adjective","natural"
"wool","fiber","noun","fiber"
"wool","animal","noun","animal"
"wool","like","adjective","like"
"wool","sheep","noun","sheep"
"wool","lies","verb","lie"
"wool","fiber","noun","fiber"
"wool","sheep","noun","sheep"
"wool","warm","adjective","warm"
"wool","clothing","noun","clothing"
"wool","used","verb","use"
"wool","textiles","noun","textile"
"wool","durable","adjective","durable"
"wool","special","adjective","special"
"wool","type","noun","type"
"wool","cloth","noun","cloth"
"wool","date","noun","date"
"wool","NULL ","name","null"
"work","office","noun","office"
"work","construction","noun","construction"
"work","labor","noun","labor"
"work","cubical","adjective","cubical"
"work","jobs","noun","job"
"work","money","noun","money"
"work","repairing","verb","repair"
"work","houses","noun","house"
"work","money","noun","money"
"work","employee","noun","employee"
"work","boss","noun","boss"
"work","pay","noun","pay"
"work","check","noun","check"
"work","experience","noun","experience"
"work","benefits","noun","benefit"
"work","provides","verb","provide"
"work","money","noun","money"
"work","5","number","5"
"work","days","noun","day"
"work","week","noun","week"
"work","used","verb","use"
"work","support","verb","support"
"work","family","noun","family"
"work","can","noun","can"
"work","individuals","noun","individual"
"work","provided","verb","provide"
"work","business","noun","business"
"work","provides","verb","provide"
"work","health","noun","health"
"work","care","noun","care"
"work","provides","verb","provide"
"work","retirement","noun","retirement"
"work","benefits","noun","benefit"
"work","found","verb","find"
"work","throughout","preposition","throughout"
"work","world","noun","world"
"work","satisfying","adjective","satisfying"
"work","can","modal","can"
"work","drag","noun","drag"
"work","earn","verb","earn"
"work","exhaust","noun","exhaust"
"work","exert","verb","exert"
"work","apply","verb","apply"
"work","tire","noun","tire"
"work","persistence","noun","persistence"
"work","perfection","noun","perfection"
"work","hard","adverb","hard"
"work","live","adjective","live"
"work","make","verb","make"
"work","money","noun","money"
"work","usually","adverb","usually"
"work","service","noun","service"
"work","receive","verb","receive"
"work","payment","noun","payment"
"work","opportunity","noun","opportunity"
"work","growth","noun","growth"
"work","place","noun","place"
"work","social","adjective","social"
"work","5","number","5"
"work","interaction","noun","interaction"
"work","days","noun","day"
"work","week","noun","week"
"work","place","noun","place"
"work","provide","verb","provide"
"work","hard","adverb","hard"
"work","fun","verb","fun"
"work","interesting","adjective","interesting"
"work","smart","adjective","smart"
"work","long","adjective","long"
"work","manual","adjective","manual"
"work","labor","noun","labor"
"work","brain","noun","brain"
"work","labor","noun","labor"
"work","exhausting","verb","exhaust"
"work","rewarding","adjective","rewarding"
"work","required","verb","require"
"work","money","noun","money"
"work","business","noun","business"
"work","papers","noun","paper"
"work","time","noun","time"
"work","money","noun","money"
"work","money","noun","money"
"work","job","noun","job"
"work","make","verb","make"
"work","money","noun","money"
"work","job","noun","job"
"work","money","noun","money"
"work","tasks","noun","task"
"work","earn","verb","earn"
"work","money","noun","money"
"work","money","noun","money"
"work","time","noun","time"
"work","put","verb","put"
"work","part","noun","part"
"work","life","noun","life"
"work","always","adverb","always"
"work","fun","verb","fun"
"work","hard","adverb","hard"
"work","get","verb","get"
"work","money","noun","money"
"work","help","verb","help"
"work","family","noun","family"
"work","different","adjective","different"
"work","attire","noun","attire"
"work","9","number","9"
"work","5","number","5"
"work","many","adjective","many"
"work","people","noun","people"
"work","involved","verb","involve"
"work","fun","verb","fun"
"work","go","verb","go"
"work","college","noun","college"
"work","get","verb","get"
"work","job","noun","job"
"work","jobs","noun","job"
"work","hard","adverb","hard"
"work","earn","verb","earn"
"work","money","noun","money"
"work","people","noun","people"
"work","something","noun","something"
"work","productive","adjective","productive"
"work","action","noun","action"
"work","making","verb","make"
"work","money","noun","money"
"work","salary","noun","salary"
"work","dream","noun","dream"
"work","job","noun","job"
"work","paycheck","noun","paycheck"
"work","hours","noun","hour"
"work","time","noun","time"
"work","sheet","noun","sheet"
"work","stressful","adjective","stressful"
"work","required","verb","require"
"work","money","noun","money"
"work","long","adjective","long"
"work","days","noun","day"
"work","sleep","noun","sleep"
"work","money","noun","money"
"work","long","adverb","long"
"work","fun","verb","fun"
"work","diverse","adjective","diverse"
"work","job","noun","job"
"work","assignment","noun","assignment"
"work","job","noun","job"
"work","tedious","adjective","tedious"
"work","boring","verb","bore"
"work","amount","noun","amount"
"work","effort","noun","effort"
"work","necessary","adjective","necessary"
"work","accomplish","verb","accomplish"
"work","feat","noun","feat"
"work","science","noun","science"
"work","hard","adjective","hard"
"work","paycheck","noun","paycheck"
"work","experience","noun","experience"
"work","time","noun","time"
"work","consuming","noun","consuming"
"work","consuming","noun","consuming"
"work","tiring","verb","tire"
"work","restaurant","noun","restaurant"
"work","minimum","adjective","minimum"
"work","wage","noun","wage"
"work","salary","noun","salary"
"work","hard","adjective","hard"
"work","stress","noun","stress"
"work","money","noun","money"
"work","job","noun","job"
"work","putting","verb","put"
"work","effort","noun","effort"
"work","work","verb","work"
"work","hard","adverb","hard"
"work","achieve","verb","achieve"
"work","success","noun","success"
"work","goal","noun","goal"
"work","fun","noun","fun"
"work","motivated","verb","motivate"
"work","outcome","noun","outcome"
"work","get","verb","get"
"work","money","noun","money"
"work","professional","adjective","professional"
"work","Monday-Friday","name","monday friday"
"work","making","verb","make"
"work","money","noun","money"
"work","occupation","noun","occupation"
"work","money","noun","money"
"work","standing","noun","standing"
"work","cooperating","verb","cooperate"
"work","long","adjective","long"
"work","hours","noun","hour"
"work","time","noun","time"
"work","consuming","noun","consuming"
"work","money","noun","money"
"work","paper","noun","paper"
"work","chasing","verb","chase"
"work","job","noun","job"
"work","hard","adjective","hard"
"work","8","number","8"
"work","hours","noun","hour"
"work","money","noun","money"
"work","hard","adjective","hard"
"work","boring","adjective","boring"
"work","money","noun","money"
"work","job","noun","job"
"work","something","noun","something"
"work","office","noun","office"
"work","buildings","noun","building"
"work","outside","adverb","outside"
"work","hard","adjective","hard"
"work","money","noun","money"
"work","business","noun","business"
"work","something","noun","something"
"work","forced","verb","force"
"work","dull","adjective","dull"
"work","earn","verb","earn"
"work","money","noun","money"
"work","make","verb","make"
"work","living","verb","live"
"work","job","noun","job"
"work","rewarding","verb","reward"
"work","enjoyable","adjective","enjoyable"
"work","hard","adjective","hard"
"work","tiring","verb","tire"
"work","job","noun","job"
"work","hard","adjective","hard"
"work","fun","noun","fun"
"work","time","noun","time"
"work","consuming","noun","consuming"
"work","school","noun","school"
"work","part-time","adverb","part time"
"work","full-time","adverb","full time"
"work","act","noun","act"
"work","labor","noun","labor"
"work","get","verb","get"
"work","paid","verb","pay"
"work","working","verb","work"
"work","career","noun","career"
"work","job","noun","job"
"work","employees","noun","employee"
"work","boss","noun","boss"
"work","hard","adjective","hard"
"work","Monday-Friday","name","monday friday"
"work","rewards","verb","reward"
"work","act","noun","act"
"work","something","noun","something"
"work","pump","verb","pump"
"work","life","noun","life"
"work","future","noun","future"
"work","tiring","verb","tire"
"work","place","noun","place"
"work","employment","noun","employment"
"work","something","noun","something"
"work","money","noun","money"
"work","daily","adjective","daily"
"work","task","noun","task"
"work","job","noun","job"
"work","way","noun","way"
"work","earn","verb","earn"
"work","money","noun","money"
"work","pay","noun","pay"
"work","volunteer","noun","volunteer"
"work","love","verb","love"
"work","hate","verb","hate"
"work","high","adverb","high"
"work","paying","verb","pay"
"work","low","adjective","low"
"work","paying","verb","pay"
"work","something","noun","something"
"work","get","verb","get"
"work","paid","verb","pay"
"work","requires","verb","require"
"work","effort","noun","effort"
"work","leads","noun","lead"
"work","money","noun","money"
"work","learning","verb","learn"
"work","responsibility","noun","responsibility"
"work","adult","noun","adult"
"work","money","noun","money"
"work","time","noun","time"
"work","paperwork","noun","paperwork"
"work","meetings","noun","meeting"
"work","determined","verb","determine"
"work","hard","adverb","hard"
"work","love","verb","love"
"work","job","noun","job"
"work","wage","noun","wage"
"work","salary","noun","salary"
"work","hot","adjective","hot"
"work","easy","adjective","easy"
"work","paycheck","noun","paycheck"
"work","hard","adverb","hard"
"work","boring","adjective","boring"
"work","people","noun","people"
"work","job","noun","job"
"work","make","verb","make"
"work","money","noun","money"
"work","NULL ","name","null"
"store","location","noun","location"
"store","certain","adjective","certain"
"store","merchandise","noun","merchandise"
"store","put","verb","put"
"store","sale","noun","sale"
"store","public","noun","public"
"store","place","noun","place"
"store","consumer","noun","consumer"
"store","shops","noun","shop"
"store","places","verb","place"
"store","go","verb","go"
"store","places","noun","place"
"store","get","verb","get"
"store","wants","verb","want"
"store","needs","verb","need"
"store","errands","noun","errand"
"store","mom","noun","mom"
"store","shopping","verb","shop"
"store","big","adjective","big"
"store","open","adjective","open"
"store","items","noun","item"
"store","customers","noun","customer"
"store","products","noun","product"
"store","cashiers","verb","cashier"
"store","money","noun","money"
"store","manager","noun","manager"
"store","boss","noun","boss"
"store","owner","noun","owner"
"store","company","noun","company"
"store","brand","noun","brand"
"store","goods","noun","good"
"store","employment","noun","employment"
"store","Christmas","name","christmas"
"store","music","noun","music"
"store","food","noun","food"
"store","electronics","noun","electronics"
"store","hardware","noun","hardware"
"store","taxes","noun","tax"
"store","grocery","noun","grocery"
"store","awl-mart","noun","awl mart"
"store","place","noun","place"
"store","buy","verb","buy"
"store","things","noun","thing"
"store","grocery","noun","grocery"
"store","clothing","noun","clothing"
"store","movie","noun","movie"
"store","merchandise","noun","merchandise"
"store","groceries","noun","grocery"
"store","shopping","noun","shopping"
"store","business","noun","business"
"store","advertising","noun","advertising"
"store","coupons","noun","coupon"
"store","clothes","noun","clothes"
"store","purchase","noun","purchase"
"store","food","noun","food"
"store","buy","verb","buy"
"store","certain","adjective","certain"
"store","needs","noun","need"
"store","wants","verb","want"
"store","lots","noun","lot"
"store","groceries","noun","grocery"
"store","awl","noun","awl"
